,text,airline_sentiment,nb_bow,nb_tfidf,dt_bow,dt_tfidf
10497,anoth hour gone amp sit snow serious,negative,negative,negative,negative,negative
11068,word whether flight 1971 seattl charlott connect held,neutral,neutral,neutral,neutral,neutral
11436,best follow plea,positive,positive,positive,positive,positive
1643,lack custom centric u astound,negative,negative,negative,negative,negative
1835,direct messag go plea help,negative,negative,negative,negative,negative
6285,goe court gain access gate love field deltanew,neutral,positive,positive,positive,positive
4888,would love great deal bwi la memori day weekend aka bday weekend,neutral,positive,positive,positive,positive
2648,hear guitar damag decemb use guitar earn live get act togeth,negative,negative,negative,negative,negative
9436,charg 200 take flight lol last time fli,negative,negative,negative,negative,negative
3554,b gate far though,negative,negative,negative,negative,negative
543,unit refus reissu 400 lost voucher plane didnt take due mechan badcustomerservic,negative,negative,negative,negative,negative
656,dm detail still respons book today,negative,negative,negative,negative,negative
4159,thank speedi respons figur may someth natur guy fine print haha,positive,positive,positive,positive,positive
8932,unfortun hope catch one sometim near futur,neutral,positive,positive,neutral,neutral
4522,late flightst ad make happi fli day bethonor,positive,positive,positive,neutral,neutral
10712,werent abl without reflight book problem recharg amount plu 25 fee help phone spoke 2 agent amp jeanin,negative,negative,negative,negative,negative
5440,often airplan seatstray tabl clean sanit rather air purifi clean seat wifi,negative,negative,negative,negative,negative
10956,1826 tri make connect punta cana leav phl 950,neutral,neutral,neutral,neutral,neutral
11858,well 1145am got email 11am flight delayedthat right,negative,negative,negative,negative,negative
715,could updat suitcas plea onlin phone track told noth told id back yesterday,negative,negative,negative,negative,negative
6940,gotcha lessen delay part happen right,negative,negative,negative,negative,negative
11635,bad weather shouldnt mean bad servic,negative,negative,negative,negative,negative
9925,despit mechan issu mani delay follow cancel flightlat still get vega thank great gate agent,positive,positive,positive,positive,positive
11266,plan support applepay board usairway mc would nice still use forget card,neutral,neutral,neutral,neutral,neutral
11120,4 kid anxiou husband cant sit 4 current setup warn 6 seat chang,negative,negative,negative,negative,negative
4748,thank link passbook might old news first 2015 flight,neutral,neutral,neutral,positive,positive
11778,futur better harsh weather prepared plan much staff call everyth snowbal,negative,negative,negative,negative,negative
5163,cant fli precipit plane dont work 5 3rd airlin better charm tomorrow,negative,negative,negative,negative,negative
5797,figur stream wouldnt work per to site take longer 5 minut load,negative,negative,negative,negative,negative
5631,appar mechan flown fix planesnot assur sign,negative,negative,negative,negative,negative
8310,short stop jfk iad,neutral,neutral,neutral,neutral,neutral
6164,stay chicago overnight meet bag hope stay put dont get put flight,negative,negative,negative,negative,negative
3016,travel fra thru iad mco tomorrow concern abt iad weather cant chang advisori issu advic,neutral,neutral,neutral,neutral,neutral
2069,dont allow famili small child board first anymor next flight anoth airlin,negative,negative,negative,negative,negative
7375,last flight cancel flightl 2 hour chang light bulb sit wait mainten unreal,negative,negative,negative,negative,negative
9979,phone hour wait custom servic got wrong fight inform cost u 6 hour trip frustrat,negative,negative,negative,negative,negative
8984,thank 4 make imposs expens 2 chang 2 flight leav le 24 hr earlier reserv 1lesscustom,negative,negative,negative,negative,negative
3682,almost like punish live near larg metro area ewr top rank domest delay good,negative,negative,negative,negative,negative
1739,stuck yyz staff took break happi 1k,negative,negative,negative,negative,negative
1258,current ua862 20 minut worst turbul ive ever experienc zero commun flight deck,negative,negative,negative,negative,negative
6843,suppos viequ 3pm,negative,negative,negative,negative,negative
4841,im fli cun tomorrow den chang flight due travel advisori,neutral,neutral,neutral,neutral,neutral
7187,good 2 remind 1914 might hors amp buggi what littl delay right,negative,negative,negative,negative,negative
5059,great exampl custom servic morn msi head atl alison bobbi fantast gate b8 thank,positive,positive,positive,positive,positive
4906,got minenow go,positive,neutral,neutral,neutral,neutral
6331,2 bag fli free what carryon packingayak,negative,negative,negative,negative,negative
5398,ive hold 2 hour answer,negative,negative,negative,negative,negative
9564,alreadi spent 60 min today handl minor child shame treat 15 year old girl like,negative,negative,negative,negative,negative
4316,even though technic land silver,neutral,neutral,neutral,neutral,neutral
8540,u say safeti highest prioriti doesnt extend 2 properti total nut,negative,negative,negative,negative,negative
805,post disappoint im frequent unit flyer simpl 1 bad appl doesnt spoil bunch,neutral,positive,neutral,neutral,neutral
4742,hold 15 minno estim answer time help,negative,negative,negative,negative,negative
8268,get semant mean within extent period still technic 219 dictionari,negative,negative,negative,negative,negative
10270,need two night hotel phoenix get back philli plane equip crazi,negative,negative,negative,negative,negative
1470,deliv thank make sure arriv doorstep,positive,positive,positive,positive,positive
2328,call wait time 20 minut airport wait time longer,negative,negative,negative,negative,negative
10327,even altern option allreadi fulleven hotel voucherno room philli,negative,negative,negative,negative,negative
1806,name correct origin confirm spell wrong checkin remind first name mi run togeth caus concern,neutral,neutral,neutral,neutral,neutral
4328,hello hold extrem long time confirm amp cant get board pas tri numer time,negative,negative,negative,negative,negative
11210,that,negative,negative,negative,negative,negative
2923,somebodi say flight upgrad,negative,negative,negative,negative,negative
1594,futur delay caus 15 hour wait slept night airport ensur seat choic replac flight would good,negative,negative,negative,negative,negative
3538,thank,neutral,positive,positive,positive,positive
9136,make sure never use incompet airlin luggag deliveri 24 hour,negative,negative,negative,negative,negative
7277,think ill come take nap termin,negative,negative,negative,negative,negative
8912,t5 littl month ago guy great thank everyth,positive,positive,positive,positive,positive
2830,thank delay flight hour board u onto flight reek vomit wasnt clean properli,negative,negative,negative,negative,negative
4295,firstclass cockup,negative,negative,negative,negative,negative
4213,stuck iad go 6 hour wait ferri flight nashvil u cant tell arriv ridicul,negative,negative,negative,negative,negative
8996,question friend flight got cancel flightl book flight leav ch philli germani,neutral,neutral,neutral,neutral,neutral
6420,accord tv passeng interview land far unev heavi panic break,negative,negative,negative,negative,negative
13,im fli fabul seduct sky u take stress away travel,positive,positive,positive,neutral,neutral
2137,4 seg flt yvr zurich would credit mile 2 seg full fare,negative,negative,negative,negative,negative
3486,hii still wait refund ridiculousor u approv ticket u give refundpleas advis wht go,negative,negative,negative,negative,negative
10755,thank,positive,positive,positive,neutral,neutral
11368,ok thank told ground delay due snow,positive,positive,neutral,neutral,neutral
10719,hello question phone line jam,negative,negative,negative,negative,negative
9498,anoth dead end handl aa lampf gave fail alreadi 610362749899 vm full lost,negative,negative,negative,negative,negative
11782,plea updat websit current flight statu updat custom servic phone thx,negative,negative,negative,negative,negative
4922,thank connect thru nashvil a1 board pas get dalla gate board 40 min flt get end b group,positive,positive,neutral,positive,positive
10035,what pet polici,neutral,neutral,neutral,neutral,neutral
8052,chair selfi everyon look flawless proud phl crew bluehero,positive,positive,positive,neutral,neutral
7777,alreadi cancel flightl one b4 u dca,negative,negative,negative,negative,negative
2147,compens delay caus fact dont enough flight attend,negative,negative,negative,negative,negative
3079,25 hour delay misplac bag poor commun wors unsympathet confront gate agent cool,negative,negative,negative,negative,negative
4609,thank,positive,positive,positive,positive,positive
